split,city,sample,uav_height_m,alpha,beta_buildings_per_km2,gamma_mode_m,component_count,map_area_km2,mean_nonzero_height_m,mean_building_max_height_m,raw_environment,routed_environment,prototype_log_distance
train,Thane,sample_14616,47.61223220825195,0.3681854625734794,1139.951894030072,17.748530466554804,300,0.263169,20.89838409423828,22.093712011973064,urban,urban,0.8657074102481851
train,Thane,sample_14617,252.8347930908203,0.3681854625734794,1139.951894030072,17.748530466554804,300,0.263169,20.89838409423828,22.093712011973064,urban,urban,0.8657074102481851
train,Thane,sample_14618,106.62083435058594,0.3681854625734794,1139.951894030072,17.748530466554804,300,0.263169,20.89838409423828,22.093712011973064,urban,urban,0.8657074102481851
train,Thane,sample_14619,51.75123596191406,0.3681854625734794,1139.951894030072,17.748530466554804,300,0.263169,20.89838409423828,22.093712011973064,urban,urban,0.8657074102481851
train,Thane,sample_14620,250.10488891601562,0.3681854625734794,1139.951894030072,17.748530466554804,300,0.263169,20.89838409423828,22.093712011973064,urban,urban,0.8657074102481851
train,Athens,sample_01726,42.483150482177734,0.6155626232572985,303.98717174135254,12.55792049714397,80,0.263169,17.187124252319336,17.008587953448295,dense_urban,dense_urban,0.5098899929868063
train,Athens,sample_01727,244.65487670898438,0.6155626232572985,303.98717174135254,12.55792049714397,80,0.263169,17.187124252319336,17.008587953448295,dense_urban,dense_urban,0.5098899929868063
train,Athens,sample_01728,123.78569030761719,0.6155626232572985,303.98717174135254,12.55792049714397,80,0.263169,17.187124252319336,17.008587953448295,dense_urban,dense_urban,0.5098899929868063
train,Athens,sample_01729,140.70993041992188,0.6155626232572985,303.98717174135254,12.55792049714397,80,0.263169,17.187124252319336,17.008587953448295,dense_urban,dense_urban,0.5098899929868063
train,Athens,sample_01730,420.3734436035156,0.6155626232572985,303.98717174135254,12.55792049714397,80,0.263169,17.187124252319336,17.008587953448295,dense_urban,dense_urban,0.5098899929868063
train,Athens,sample_01731,60.9853515625,0.5056370621159787,706.7701742986446,9.712936318393234,186,0.263169,14.726397514343262,12.881522263250043,urban,urban,0.7623487063956385
train,Athens,sample_01732,107.9606704711914,0.5056370621159787,706.7701742986446,9.712936318393234,186,0.263169,14.726397514343262,12.881522263250043,urban,urban,0.7623487063956385
train,Athens,sample_01733,336.32830810546875,0.5056370621159787,706.7701742986446,9.712936318393234,186,0.263169,14.726397514343262,12.881522263250043,urban,urban,0.7623487063956385
train,Athens,sample_01734,79.78593444824219,0.5056370621159787,706.7701742986446,9.712936318393234,186,0.263169,14.726397514343262,12.881522263250043,urban,urban,0.7623487063956385
train,Athens,sample_01735,57.81031036376953,0.5056370621159787,706.7701742986446,9.712936318393234,186,0.263169,14.726397514343262,12.881522263250043,urban,urban,0.7623487063956385
train,Athens,sample_01736,207.10951232910156,0.43555661951065666,908.1616755772907,9.233821077987248,239,0.263169,14.088863372802734,12.008302476116803,urban,urban,0.8547489102563532
train,Athens,sample_01737,47.70029067993164,0.43555661951065666,908.1616755772907,9.233821077987248,239,0.263169,14.088863372802734,12.008302476116803,urban,urban,0.8547489102563532
train,Athens,sample_01738,89.29676818847656,0.43555661951065666,908.1616755772907,9.233821077987248,239,0.263169,14.088863372802734,12.008302476116803,urban,urban,0.8547489102563532
train,Athens,sample_01739,260.14520263671875,0.43555661951065666,908.1616755772907,9.233821077987248,239,0.263169,14.088863372802734,12.008302476116803,urban,urban,0.8547489102563532
train,Athens,sample_01740,45.294979095458984,0.43555661951065666,908.1616755772907,9.233821077987248,239,0.263169,14.088863372802734,12.008302476116803,urban,urban,0.8547489102563532
train,Athens,sample_01741,80.20246124267578,0.38468816615938806,835.9647222887195,8.60113358302944,220,0.263169,13.581962585449219,11.263755708391017,urban,urban,0.7970636920920178
train,Athens,sample_01742,119.45963287353516,0.38468816615938806,835.9647222887195,8.60113358302944,220,0.263169,13.581962585449219,11.263755708391017,urban,urban,0.7970636920920178
train,Athens,sample_01743,83.80008697509766,0.38468816615938806,835.9647222887195,8.60113358302944,220,0.263169,13.581962585449219,11.263755708391017,urban,urban,0.7970636920920178
train,Athens,sample_01744,35.607879638671875,0.38468816615938806,835.9647222887195,8.60113358302944,220,0.263169,13.581962585449219,11.263755708391017,urban,urban,0.7970636920920178
train,Athens,sample_01745,34.75411605834961,0.38468816615938806,835.9647222887195,8.60113358302944,220,0.263169,13.581962585449219,11.263755708391017,urban,urban,0.7970636920920178
train,Athens,sample_01746,60.02906799316406,0.4826404325737454,832.1648826419525,9.972062014958466,219,0.263169,14.00243091583252,13.58329962051078,urban,urban,0.807638553069917
train,Athens,sample_01747,79.4344482421875,0.4826404325737454,832.1648826419525,9.972062014958466,219,0.263169,14.00243091583252,13.58329962051078,urban,urban,0.807638553069917
train,Athens,sample_01748,36.00288391113281,0.4826404325737454,832.1648826419525,9.972062014958466,219,0.263169,14.00243091583252,13.58329962051078,urban,urban,0.807638553069917
train,Athens,sample_01749,131.3203582763672,0.4826404325737454,832.1648826419525,9.972062014958466,219,0.263169,14.00243091583252,13.58329962051078,urban,urban,0.807638553069917
train,Athens,sample_01750,69.55524444580078,0.4826404325737454,832.1648826419525,9.972062014958466,219,0.263169,14.00243091583252,13.58329962051078,urban,urban,0.807638553069917
train,Athens,sample_01751,47.657901763916016,0.46310165711006995,433.18171973142734,9.12444273338358,114,0.263169,13.573728561401367,11.883155803669963,urban,urban,0.6754098236315145
train,Athens,sample_01752,50.1938591003418,0.46310165711006995,433.18171973142734,9.12444273338358,114,0.263169,13.573728561401367,11.883155803669963,urban,urban,0.6754098236315145
train,Athens,sample_01753,65.34867095947266,0.46310165711006995,433.18171973142734,9.12444273338358,114,0.263169,13.573728561401367,11.883155803669963,urban,urban,0.6754098236315145
train,Athens,sample_01754,72.42228698730469,0.46310165711006995,433.18171973142734,9.12444273338358,114,0.263169,13.573728561401367,11.883155803669963,urban,urban,0.6754098236315145
train,Athens,sample_01755,78.37075805664062,0.46310165711006995,433.18171973142734,9.12444273338358,114,0.263169,13.573728561401367,11.883155803669963,urban,urban,0.6754098236315145
train,Athens,sample_01756,22.91743278503418,0.3200376944092959,535.7773901941339,8.366153482476255,141,0.263169,13.417250633239746,10.960099135730283,urban,urban,0.5914765672641171
train,Athens,sample_01757,79.15533447265625,0.3200376944092959,535.7773901941339,8.366153482476255,141,0.263169,13.417250633239746,10.960099135730283,urban,urban,0.5914765672641171
train,Athens,sample_01758,57.474761962890625,0.3200376944092959,535.7773901941339,8.366153482476255,141,0.263169,13.417250633239746,10.960099135730283,urban,urban,0.5914765672641171
train,Athens,sample_01759,67.01886749267578,0.3200376944092959,535.7773901941339,8.366153482476255,141,0.263169,13.417250633239746,10.960099135730283,urban,urban,0.5914765672641171
train,Athens,sample_01760,79.80518341064453,0.3200376944092959,535.7773901941339,8.366153482476255,141,0.263169,13.417250633239746,10.960099135730283,urban,urban,0.5914765672641171
train,Athens,sample_01761,100.36024475097656,0.4017038480976103,414.1825214975928,9.455508168708247,109,0.263169,14.5440092086792,12.342676478788393,urban,urban,0.5775990930886162
train,Athens,sample_01762,100.69884490966797,0.4017038480976103,414.1825214975928,9.455508168708247,109,0.263169,14.5440092086792,12.342676478788393,urban,urban,0.5775990930886162
train,Athens,sample_01763,40.027042388916016,0.4017038480976103,414.1825214975928,9.455508168708247,109,0.263169,14.5440092086792,12.342676478788393,urban,urban,0.5775990930886162
train,Athens,sample_01764,81.38900756835938,0.4017038480976103,414.1825214975928,9.455508168708247,109,0.263169,14.5440092086792,12.342676478788393,urban,urban,0.5775990930886162
train,Athens,sample_01765,81.43641662597656,0.4017038480976103,414.1825214975928,9.455508168708247,109,0.263169,14.5440092086792,12.342676478788393,urban,urban,0.5775990930886162
train,Athens,sample_01766,57.6405143737793,0.5201296505287477,357.1849267960892,8.950657902285718,94,0.263169,13.25511360168457,11.5246545964099,dense_urban,dense_urban,0.8236640644843598
train,Athens,sample_01767,46.578514099121094,0.5201296505287477,357.1849267960892,8.950657902285718,94,0.263169,13.25511360168457,11.5246545964099,dense_urban,dense_urban,0.8236640644843598
train,Athens,sample_01768,178.63650512695312,0.5201296505287477,357.1849267960892,8.950657902285718,94,0.263169,13.25511360168457,11.5246545964099,dense_urban,dense_urban,0.8236640644843598
train,Athens,sample_01769,239.97727966308594,0.5201296505287477,357.1849267960892,8.950657902285718,94,0.263169,13.25511360168457,11.5246545964099,dense_urban,dense_urban,0.8236640644843598
train,Athens,sample_01770,341.0669250488281,0.5201296505287477,357.1849267960892,8.950657902285718,94,0.263169,13.25511360168457,11.5246545964099,dense_urban,dense_urban,0.8236640644843598
train,Athens,sample_01771,67.87545776367188,0.4596514027108056,782.7669672339828,8.054825186374927,206,0.263169,11.884621620178223,10.628198715089594,urban,urban,0.8772555135427034
train,Athens,sample_01772,19.609283447265625,0.4596514027108056,782.7669672339828,8.054825186374927,206,0.263169,11.884621620178223,10.628198715089594,urban,urban,0.8772555135427034
train,Athens,sample_01773,126.51976776123047,0.4596514027108056,782.7669672339828,8.054825186374927,206,0.263169,11.884621620178223,10.628198715089594,urban,urban,0.8772555135427034
train,Athens,sample_01774,332.43304443359375,0.4596514027108056,782.7669672339828,8.054825186374927,206,0.263169,11.884621620178223,10.628198715089594,urban,urban,0.8772555135427034
train,Athens,sample_01775,58.90464782714844,0.4596514027108056,782.7669672339828,8.054825186374927,206,0.263169,11.884621620178223,10.628198715089594,urban,urban,0.8772555135427034
train,Athens,sample_01776,56.12215042114258,0.45622394734942184,281.18813386075107,12.152400676737992,74,0.263169,18.37288475036621,15.823319480225846,dense_urban,dense_urban,0.5106833007926097
train,Athens,sample_01777,31.8765811920166,0.45622394734942184,281.18813386075107,12.152400676737992,74,0.263169,18.37288475036621,15.823319480225846,dense_urban,dense_urban,0.5106833007926097
train,Athens,sample_01778,229.10098266601562,0.45622394734942184,281.18813386075107,12.152400676737992,74,0.263169,18.37288475036621,15.823319480225846,dense_urban,dense_urban,0.5106833007926097
train,Athens,sample_01779,82.96479034423828,0.45622394734942184,281.18813386075107,12.152400676737992,74,0.263169,18.37288475036621,15.823319480225846,dense_urban,dense_urban,0.5106833007926097
train,Athens,sample_01780,310.86529541015625,0.45622394734942184,281.18813386075107,12.152400676737992,74,0.263169,18.37288475036621,15.823319480225846,dense_urban,dense_urban,0.5106833007926097
train,Athens,sample_01781,35.55194091796875,0.5885419635291391,668.7717778309756,11.714106942014263,176,0.263169,17.710065841674805,15.112729286605662,urban,urban,0.7744776471765333
train,Athens,sample_01782,98.40744018554688,0.5885419635291391,668.7717778309756,11.714106942014263,176,0.263169,17.710065841674805,15.112729286605662,urban,urban,0.7744776471765333
train,Athens,sample_01783,187.6256561279297,0.5885419635291391,668.7717778309756,11.714106942014263,176,0.263169,17.710065841674805,15.112729286605662,urban,urban,0.7744776471765333
train,Athens,sample_01784,243.501708984375,0.5885419635291391,668.7717778309756,11.714106942014263,176,0.263169,17.710065841674805,15.112729286605662,urban,urban,0.7744776471765333
train,Athens,sample_01785,26.548545837402344,0.5885419635291391,668.7717778309756,11.714106942014263,176,0.263169,17.710065841674805,15.112729286605662,urban,urban,0.7744776471765333
train,Athens,sample_01786,38.08366775512695,0.32147023395612706,433.18171973142734,8.022565238766905,114,0.263169,12.485442161560059,10.320608051199661,urban,urban,0.645733412767876
train,Athens,sample_01787,44.33884048461914,0.32147023395612706,433.18171973142734,8.022565238766905,114,0.263169,12.485442161560059,10.320608051199661,urban,urban,0.645733412767876
train,Athens,sample_01788,122.41023254394531,0.32147023395612706,433.18171973142734,8.022565238766905,114,0.263169,12.485442161560059,10.320608051199661,urban,urban,0.645733412767876
train,Athens,sample_01789,53.94198989868164,0.32147023395612706,433.18171973142734,8.022565238766905,114,0.263169,12.485442161560059,10.320608051199661,urban,urban,0.645733412767876
train,Athens,sample_01790,23.040048599243164,0.32147023395612706,433.18171973142734,8.022565238766905,114,0.263169,12.485442161560059,10.320608051199661,urban,urban,0.645733412767876
train,Athens,sample_01791,46.08084487915039,0.3036565856920838,607.9743434827051,7.92434194967362,160,0.263169,12.098723411560059,10.514363023638726,urban,urban,0.6675044422402601
train,Athens,sample_01792,58.39440155029297,0.3036565856920838,607.9743434827051,7.92434194967362,160,0.263169,12.098723411560059,10.514363023638726,urban,urban,0.6675044422402601
train,Athens,sample_01793,106.23253631591797,0.3036565856920838,607.9743434827051,7.92434194967362,160,0.263169,12.098723411560059,10.514363023638726,urban,urban,0.6675044422402601
train,Athens,sample_01794,87.0334701538086,0.3036565856920838,607.9743434827051,7.92434194967362,160,0.263169,12.098723411560059,10.514363023638726,urban,urban,0.6675044422402601
train,Athens,sample_01795,53.41386032104492,0.3036565856920838,607.9743434827051,7.92434194967362,160,0.263169,12.098723411560059,10.514363023638726,urban,urban,0.6675044422402601
train,Athens,sample_01796,447.8927001953125,0.4829938176608947,581.3754659553367,9.051467207750377,153,0.263169,13.223549842834473,12.265652556824529,urban,urban,0.7104038384933068
train,Athens,sample_01797,260.43170166015625,0.4829938176608947,581.3754659553367,9.051467207750377,153,0.263169,13.223549842834473,12.265652556824529,urban,urban,0.7104038384933068
train,Athens,sample_01798,208.42770385742188,0.4829938176608947,581.3754659553367,9.051467207750377,153,0.263169,13.223549842834473,12.265652556824529,urban,urban,0.7104038384933068
train,Athens,sample_01799,57.24616241455078,0.4829938176608947,581.3754659553367,9.051467207750377,153,0.263169,13.223549842834473,12.265652556824529,urban,urban,0.7104038384933068
train,Athens,sample_01800,23.802444458007812,0.4829938176608947,581.3754659553367,9.051467207750377,153,0.263169,13.223549842834473,12.265652556824529,urban,urban,0.7104038384933068
train,Athens,sample_01801,57.70215606689453,0.49422994349638444,201.39150127864605,15.313292285225305,53,0.263169,21.29302978515625,18.277437934335673,dense_urban,dense_urban,0.4798511609007006
train,Athens,sample_01802,33.190948486328125,0.49422994349638444,201.39150127864605,15.313292285225305,53,0.263169,21.29302978515625,18.277437934335673,dense_urban,dense_urban,0.4798511609007006
train,Athens,sample_01803,160.3571319580078,0.49422994349638444,201.39150127864605,15.313292285225305,53,0.263169,21.29302978515625,18.277437934335673,dense_urban,dense_urban,0.4798511609007006
train,Athens,sample_01804,61.749725341796875,0.49422994349638444,201.39150127864605,15.313292285225305,53,0.263169,21.29302978515625,18.277437934335673,dense_urban,dense_urban,0.4798511609007006
train,Athens,sample_01805,46.182823181152344,0.49422994349638444,201.39150127864605,15.313292285225305,53,0.263169,21.29302978515625,18.277437934335673,dense_urban,dense_urban,0.4798511609007006
train,Athens,sample_01806,115.26995849609375,0.41803555889941446,410.3826818508259,8.939794166995506,108,0.263169,12.737303733825684,11.805348365395158,urban,urban,0.645708296861512
train,Athens,sample_01807,19.98712730407715,0.41803555889941446,410.3826818508259,8.939794166995506,108,0.263169,12.737303733825684,11.805348365395158,urban,urban,0.645708296861512
train,Athens,sample_01808,41.6607666015625,0.41803555889941446,410.3826818508259,8.939794166995506,108,0.263169,12.737303733825684,11.805348365395158,urban,urban,0.645708296861512
train,Athens,sample_01809,340.2773742675781,0.41803555889941446,410.3826818508259,8.939794166995506,108,0.263169,12.737303733825684,11.805348365395158,urban,urban,0.645708296861512
train,Athens,sample_01810,81.70477294921875,0.41803555889941446,410.3826818508259,8.939794166995506,108,0.263169,12.737303733825684,11.805348365395158,urban,urban,0.645708296861512
train,Athens,sample_01811,33.14424133300781,0.48293302022654644,824.5652033484188,9.827562573270304,217,0.263169,13.957817077636719,13.476748682936215,urban,urban,0.8097685191819503
train,Athens,sample_01812,118.32005310058594,0.48293302022654644,824.5652033484188,9.827562573270304,217,0.263169,13.957817077636719,13.476748682936215,urban,urban,0.8097685191819503
train,Athens,sample_01813,74.77266693115234,0.48293302022654644,824.5652033484188,9.827562573270304,217,0.263169,13.957817077636719,13.476748682936215,urban,urban,0.8097685191819503
train,Athens,sample_01814,254.31106567382812,0.48293302022654644,824.5652033484188,9.827562573270304,217,0.263169,13.957817077636719,13.476748682936215,urban,urban,0.8097685191819503
train,Athens,sample_01815,269.09124755859375,0.48293302022654644,824.5652033484188,9.827562573270304,217,0.263169,13.957817077636719,13.476748682936215,urban,urban,0.8097685191819503
train,Athens,sample_01816,144.13150024414062,0.40545808966861596,243.18973739308203,18.778269587383168,64,0.263169,29.105329513549805,22.25250504165888,dense_urban,dense_urban,0.30327588576600883
train,Athens,sample_01817,288.454345703125,0.40545808966861596,243.18973739308203,18.778269587383168,64,0.263169,29.105329513549805,22.25250504165888,dense_urban,dense_urban,0.30327588576600883
train,Athens,sample_01818,48.1583366394043,0.40545808966861596,243.18973739308203,18.778269587383168,64,0.263169,29.105329513549805,22.25250504165888,dense_urban,dense_urban,0.30327588576600883
train,Athens,sample_01819,62.00990676879883,0.40545808966861596,243.18973739308203,18.778269587383168,64,0.263169,29.105329513549805,22.25250504165888,dense_urban,dense_urban,0.30327588576600883
train,Athens,sample_01820,68.68921661376953,0.40545808966861596,243.18973739308203,18.778269587383168,64,0.263169,29.105329513549805,22.25250504165888,dense_urban,dense_urban,0.30327588576600883
train,Athens,sample_01821,25.59021759033203,0.4559085606587402,414.1825214975928,10.259956693874807,109,0.263169,14.20843505859375,12.998135781069415,urban,urban,0.5956988198485212
train,Athens,sample_01822,97.66081237792969,0.4559085606587402,414.1825214975928,10.259956693874807,109,0.263169,14.20843505859375,12.998135781069415,urban,urban,0.5956988198485212
train,Athens,sample_01823,276.7981262207031,0.4559085606587402,414.1825214975928,10.259956693874807,109,0.263169,14.20843505859375,12.998135781069415,urban,urban,0.5956988198485212
train,Athens,sample_01824,166.8246307373047,0.4559085606587402,414.1825214975928,10.259956693874807,109,0.263169,14.20843505859375,12.998135781069415,urban,urban,0.5956988198485212
train,Athens,sample_01825,63.574615478515625,0.4559085606587402,414.1825214975928,10.259956693874807,109,0.263169,14.20843505859375,12.998135781069415,urban,urban,0.5956988198485212
train,Athens,sample_01826,88.69660949707031,0.5433162720533193,433.18171973142734,16.58982324718723,114,0.263169,24.99121856689453,22.383746720196907,dense_urban,dense_urban,0.42049347459062947
train,Athens,sample_01827,357.64630126953125,0.5433162720533193,433.18171973142734,16.58982324718723,114,0.263169,24.99121856689453,22.383746720196907,dense_urban,dense_urban,0.42049347459062947
train,Athens,sample_01828,58.06418991088867,0.5433162720533193,433.18171973142734,16.58982324718723,114,0.263169,24.99121856689453,22.383746720196907,dense_urban,dense_urban,0.42049347459062947
train,Athens,sample_01829,73.99848175048828,0.5433162720533193,433.18171973142734,16.58982324718723,114,0.263169,24.99121856689453,22.383746720196907,dense_urban,dense_urban,0.42049347459062947
train,Athens,sample_01830,19.59700584411621,0.5433162720533193,433.18171973142734,16.58982324718723,114,0.263169,24.99121856689453,22.383746720196907,dense_urban,dense_urban,0.42049347459062947
train,Athens,sample_01831,84.03956604003906,0.6137918979819051,345.7854078557885,11.092699075392298,91,0.263169,14.048349380493164,14.993974261231475,dense_urban,dense_urban,0.6400502852023024
train,Athens,sample_01832,27.028945922851562,0.6137918979819051,345.7854078557885,11.092699075392298,91,0.263169,14.048349380493164,14.993974261231475,dense_urban,dense_urban,0.6400502852023024
train,Athens,sample_01833,101.9340591430664,0.6137918979819051,345.7854078557885,11.092699075392298,91,0.263169,14.048349380493164,14.993974261231475,dense_urban,dense_urban,0.6400502852023024
train,Athens,sample_01834,147.842041015625,0.6137918979819051,345.7854078557885,11.092699075392298,91,0.263169,14.048349380493164,14.993974261231475,dense_urban,dense_urban,0.6400502852023024
train,Athens,sample_01835,359.87530517578125,0.6137918979819051,345.7854078557885,11.092699075392298,91,0.263169,14.048349380493164,14.993974261231475,dense_urban,dense_urban,0.6400502852023024
train,Athens,sample_01836,72.82805633544922,0.12044351728357064,30.398717174135253,11.176645934971202,8,0.263169,24.023046493530273,14.707023859024048,dense_urban,dense_urban,2.7579031232098425
train,Athens,sample_01837,61.01042556762695,0.12044351728357064,30.398717174135253,11.176645934971202,8,0.263169,24.023046493530273,14.707023859024048,dense_urban,dense_urban,2.7579031232098425
train,Athens,sample_01838,29.341087341308594,0.12044351728357064,30.398717174135253,11.176645934971202,8,0.263169,24.023046493530273,14.707023859024048,dense_urban,dense_urban,2.7579031232098425
train,Athens,sample_01839,43.50680160522461,0.12044351728357064,30.398717174135253,11.176645934971202,8,0.263169,24.023046493530273,14.707023859024048,dense_urban,dense_urban,2.7579031232098425
train,Athens,sample_01840,30.96624183654785,0.12044351728357064,30.398717174135253,11.176645934971202,8,0.263169,24.023046493530273,14.707023859024048,dense_urban,dense_urban,2.7579031232098425
train,Athens,sample_01841,67.03087615966797,0.019097994064650473,72.19695328857122,5.965476913649197,19,0.263169,10.150426864624023,7.933651045749062,suburban,suburban,2.8819860246174533
train,Athens,sample_01842,30.994935989379883,0.019097994064650473,72.19695328857122,5.965476913649197,19,0.263169,10.150426864624023,7.933651045749062,suburban,suburban,2.8819860246174533
train,Athens,sample_01843,94.5042953491211,0.019097994064650473,72.19695328857122,5.965476913649197,19,0.263169,10.150426864624023,7.933651045749062,suburban,suburban,2.8819860246174533
train,Athens,sample_01844,242.12725830078125,0.019097994064650473,72.19695328857122,5.965476913649197,19,0.263169,10.150426864624023,7.933651045749062,suburban,suburban,2.8819860246174533
train,Athens,sample_01845,41.87436294555664,0.019097994064650473,72.19695328857122,5.965476913649197,19,0.263169,10.150426864624023,7.933651045749062,suburban,suburban,2.8819860246174533
train,Athens,sample_01846,124.28268432617188,0.46453039681725433,482.57963513939717,8.621153971699702,127,0.263169,12.653417587280273,11.607849181167722,urban,urban,0.7065192092006536
train,Athens,sample_01847,91.77182006835938,0.46453039681725433,482.57963513939717,8.621153971699702,127,0.263169,12.653417587280273,11.607849181167722,urban,urban,0.7065192092006536
train,Athens,sample_01848,69.75379180908203,0.46453039681725433,482.57963513939717,8.621153971699702,127,0.263169,12.653417587280273,11.607849181167722,urban,urban,0.7065192092006536
train,Athens,sample_01849,101.29273223876953,0.46453039681725433,482.57963513939717,8.621153971699702,127,0.263169,12.653417587280273,11.607849181167722,urban,urban,0.7065192092006536
train,Athens,sample_01850,156.7663116455078,0.46453039681725433,482.57963513939717,8.621153971699702,127,0.263169,12.653417587280273,11.607849181167722,urban,urban,0.7065192092006536
train,Athens,sample_01851,110.94303894042969,0.5815692577773218,592.7749848956374,10.085442407554373,156,0.263169,13.503978729248047,13.925461063018211,urban,urban,0.7903922763942219
train,Athens,sample_01852,71.93507385253906,0.5815692577773218,592.7749848956374,10.085442407554373,156,0.263169,13.503978729248047,13.925461063018211,urban,urban,0.7903922763942219
train,Athens,sample_01853,59.82146453857422,0.5815692577773218,592.7749848956374,10.085442407554373,156,0.263169,13.503978729248047,13.925461063018211,urban,urban,0.7903922763942219
train,Athens,sample_01854,26.577150344848633,0.5815692577773218,592.7749848956374,10.085442407554373,156,0.263169,13.503978729248047,13.925461063018211,urban,urban,0.7903922763942219
train,Athens,sample_01855,141.37875366210938,0.5815692577773218,592.7749848956374,10.085442407554373,156,0.263169,13.503978729248047,13.925461063018211,urban,urban,0.7903922763942219
train,Athens,sample_01856,67.57022857666016,0.13794177885693223,379.9839646766907,6.07601165279561,100,0.263169,8.622515678405762,8.065346236228942,suburban,suburban,0.8009159527021363
train,Athens,sample_01857,332.1559143066406,0.13794177885693223,379.9839646766907,6.07601165279561,100,0.263169,8.622515678405762,8.065346236228942,suburban,suburban,0.8009159527021363
train,Athens,sample_01858,215.9853973388672,0.13794177885693223,379.9839646766907,6.07601165279561,100,0.263169,8.622515678405762,8.065346236228942,suburban,suburban,0.8009159527021363
train,Athens,sample_01859,58.97482681274414,0.13794177885693223,379.9839646766907,6.07601165279561,100,0.263169,8.622515678405762,8.065346236228942,suburban,suburban,0.8009159527021363
train,Athens,sample_01860,100.00228881835938,0.13794177885693223,379.9839646766907,6.07601165279561,100,0.263169,8.622515678405762,8.065346236228942,suburban,suburban,0.8009159527021363
train,Athens,sample_01861,59.7811393737793,0.2482663231611626,1006.9575063932302,7.689691398812388,265,0.263169,11.214086532592773,10.275185758662674,suburban,suburban,0.9566858391214307
train,Athens,sample_01862,321.850341796875,0.2482663231611626,1006.9575063932302,7.689691398812388,265,0.263169,11.214086532592773,10.275185758662674,suburban,suburban,0.9566858391214307
train,Athens,sample_01863,89.7784194946289,0.2482663231611626,1006.9575063932302,7.689691398812388,265,0.263169,11.214086532592773,10.275185758662674,suburban,suburban,0.9566858391214307
train,Athens,sample_01864,74.14469146728516,0.2482663231611626,1006.9575063932302,7.689691398812388,265,0.263169,11.214086532592773,10.275185758662674,suburban,suburban,0.9566858391214307
train,Athens,sample_01865,34.48710632324219,0.2482663231611626,1006.9575063932302,7.689691398812388,265,0.263169,11.214086532592773,10.275185758662674,suburban,suburban,0.9566858391214307
train,Athens,sample_01866,61.3754768371582,0.49031230882056775,444.5812386717281,10.984173372492622,117,0.263169,15.506908416748047,14.258949349069187,urban,urban,0.5934881609226278
train,Athens,sample_01867,137.38890075683594,0.49031230882056775,444.5812386717281,10.984173372492622,117,0.263169,15.506908416748047,14.258949349069187,urban,urban,0.5934881609226278
train,Athens,sample_01868,292.0338134765625,0.49031230882056775,444.5812386717281,10.984173372492622,117,0.263169,15.506908416748047,14.258949349069187,urban,urban,0.5934881609226278
