split,city,sample,uav_height_m,alpha,beta_buildings_per_km2,gamma_mode_m,component_count,map_area_km2,mean_nonzero_height_m,raw_environment,routed_environment,prototype_log_distance
train,Athens,sample_01730,420.3734436035156,0.6155626232572985,303.98717174135254,12.294012267130498,80,0.263169,17.187124252319336,dense_urban,dense_urban,0.5293463705762375
train,Athens,sample_01731,60.9853515625,0.5056370621159787,706.7701742986446,9.535693722922558,186,0.263169,14.726397514343262,urban,urban,0.772995576415567
train,Athens,sample_01732,107.9606704711914,0.5056370621159787,706.7701742986446,9.535693722922558,186,0.263169,14.726397514343262,urban,urban,0.772995576415567
train,Athens,sample_01733,336.32830810546875,0.5056370621159787,706.7701742986446,9.535693722922558,186,0.263169,14.726397514343262,urban,urban,0.772995576415567
train,Athens,sample_01734,79.78593444824219,0.5056370621159787,706.7701742986446,9.535693722922558,186,0.263169,14.726397514343262,urban,urban,0.772995576415567
train,Athens,sample_01735,57.81031036376953,0.5056370621159787,706.7701742986446,9.535693722922558,186,0.263169,14.726397514343262,urban,urban,0.772995576415567
train,Athens,sample_01736,207.10951232910156,0.43555661951065666,908.1616755772907,9.009408623466054,239,0.263169,14.088863372802734,urban,urban,0.8689506100763438
train,Athens,sample_01737,47.70029067993164,0.43555661951065666,908.1616755772907,9.009408623466054,239,0.263169,14.088863372802734,urban,urban,0.8689506100763438
train,Athens,sample_01738,89.29676818847656,0.43555661951065666,908.1616755772907,9.009408623466054,239,0.263169,14.088863372802734,urban,urban,0.8689506100763438
train,Athens,sample_01739,260.14520263671875,0.43555661951065666,908.1616755772907,9.009408623466054,239,0.263169,14.088863372802734,urban,urban,0.8689506100763438
train,Athens,sample_01740,45.294979095458984,0.43555661951065666,908.1616755772907,9.009408623466054,239,0.263169,14.088863372802734,urban,urban,0.8689506100763438
train,Athens,sample_01741,80.20246124267578,0.38468816615938806,835.9647222887195,8.310776870259275,220,0.263169,13.581962585449219,urban,urban,0.8213937264923528
train,Athens,sample_01742,119.45963287353516,0.38468816615938806,835.9647222887195,8.310776870259275,220,0.263169,13.581962585449219,urban,urban,0.8213937264923528
train,Athens,sample_01743,83.80008697509766,0.38468816615938806,835.9647222887195,8.310776870259275,220,0.263169,13.581962585449219,urban,urban,0.8213937264923528
train,Athens,sample_01744,35.607879638671875,0.38468816615938806,835.9647222887195,8.310776870259275,220,0.263169,13.581962585449219,urban,urban,0.8213937264923528
train,Athens,sample_01745,34.75411605834961,0.38468816615938806,835.9647222887195,8.310776870259275,220,0.263169,13.581962585449219,urban,urban,0.8213937264923528
train,Athens,sample_01746,60.02906799316406,0.4826404325737454,832.1648826419525,9.691029422657586,219,0.263169,14.00243091583252,urban,urban,0.8224591359041722
train,Athens,sample_01747,79.4344482421875,0.4826404325737454,832.1648826419525,9.691029422657586,219,0.263169,14.00243091583252,urban,urban,0.8224591359041722
train,Athens,sample_01748,36.00288391113281,0.4826404325737454,832.1648826419525,9.691029422657586,219,0.263169,14.00243091583252,urban,urban,0.8224591359041722
train,Athens,sample_01749,131.3203582763672,0.4826404325737454,832.1648826419525,9.691029422657586,219,0.263169,14.00243091583252,urban,urban,0.8224591359041722
train,Athens,sample_01750,69.55524444580078,0.4826404325737454,832.1648826419525,9.691029422657586,219,0.263169,14.00243091583252,urban,urban,0.8224591359041722
train,Athens,sample_01751,47.657901763916016,0.46310165711006995,433.18171973142734,8.605022060540934,114,0.263169,13.573728561401367,urban,urban,0.7196414204895853
train,Athens,sample_01752,50.1938591003418,0.46310165711006995,433.18171973142734,8.605022060540934,114,0.263169,13.573728561401367,urban,urban,0.7196414204895853
train,Athens,sample_01753,65.34867095947266,0.46310165711006995,433.18171973142734,8.605022060540934,114,0.263169,13.573728561401367,urban,urban,0.7196414204895853
train,Athens,sample_01754,72.42228698730469,0.46310165711006995,433.18171973142734,8.605022060540934,114,0.263169,13.573728561401367,urban,urban,0.7196414204895853
train,Athens,sample_01755,78.37075805664062,0.46310165711006995,433.18171973142734,8.605022060540934,114,0.263169,13.573728561401367,urban,urban,0.7196414204895853
train,Athens,sample_01756,22.91743278503418,0.3200376944092959,535.7773901941339,8.120213295931224,141,0.263169,13.417250633239746,urban,urban,0.6209482879791873
train,Athens,sample_01757,79.15533447265625,0.3200376944092959,535.7773901941339,8.120213295931224,141,0.263169,13.417250633239746,urban,urban,0.6209482879791873
train,Athens,sample_01758,57.474761962890625,0.3200376944092959,535.7773901941339,8.120213295931224,141,0.263169,13.417250633239746,urban,urban,0.6209482879791873
train,Athens,sample_01759,67.01886749267578,0.3200376944092959,535.7773901941339,8.120213295931224,141,0.263169,13.417250633239746,urban,urban,0.6209482879791873
train,Athens,sample_01760,79.80518341064453,0.3200376944092959,535.7773901941339,8.120213295931224,141,0.263169,13.417250633239746,urban,urban,0.6209482879791873
train,Athens,sample_01761,100.36024475097656,0.4017038480976103,414.1825214975928,9.010233051356153,109,0.263169,14.5440092086792,urban,urban,0.6168186229230026
train,Athens,sample_01762,100.69884490966797,0.4017038480976103,414.1825214975928,9.010233051356153,109,0.263169,14.5440092086792,urban,urban,0.6168186229230026
train,Athens,sample_01763,40.027042388916016,0.4017038480976103,414.1825214975928,9.010233051356153,109,0.263169,14.5440092086792,urban,urban,0.6168186229230026
train,Athens,sample_01764,81.38900756835938,0.4017038480976103,414.1825214975928,9.010233051356153,109,0.263169,14.5440092086792,urban,urban,0.6168186229230026
train,Athens,sample_01765,81.43641662597656,0.4017038480976103,414.1825214975928,9.010233051356153,109,0.263169,14.5440092086792,urban,urban,0.6168186229230026
train,Athens,sample_01766,57.6405143737793,0.5201296505287477,357.1849267960892,8.647881280685214,94,0.263169,13.25511360168457,urban,urban,0.8480976210139879
train,Athens,sample_01767,46.578514099121094,0.5201296505287477,357.1849267960892,8.647881280685214,94,0.263169,13.25511360168457,urban,urban,0.8480976210139879
train,Athens,sample_01768,178.63650512695312,0.5201296505287477,357.1849267960892,8.647881280685214,94,0.263169,13.25511360168457,urban,urban,0.8480976210139879
train,Athens,sample_01769,239.97727966308594,0.5201296505287477,357.1849267960892,8.647881280685214,94,0.263169,13.25511360168457,urban,urban,0.8480976210139879
train,Athens,sample_01770,341.0669250488281,0.5201296505287477,357.1849267960892,8.647881280685214,94,0.263169,13.25511360168457,urban,urban,0.8480976210139879
train,Athens,sample_01771,67.87545776367188,0.4596514027108056,782.7669672339828,7.95426469609641,206,0.263169,11.884621620178223,urban,urban,0.8862042623595388
train,Athens,sample_01772,19.609283447265625,0.4596514027108056,782.7669672339828,7.95426469609641,206,0.263169,11.884621620178223,urban,urban,0.8862042623595388
train,Athens,sample_01773,126.51976776123047,0.4596514027108056,782.7669672339828,7.95426469609641,206,0.263169,11.884621620178223,urban,urban,0.8862042623595388
train,Athens,sample_01774,332.43304443359375,0.4596514027108056,782.7669672339828,7.95426469609641,206,0.263169,11.884621620178223,urban,urban,0.8862042623595388
train,Athens,sample_01775,58.90464782714844,0.4596514027108056,782.7669672339828,7.95426469609641,206,0.263169,11.884621620178223,urban,urban,0.8862042623595388
train,Athens,sample_01776,56.12215042114258,0.45622394734942184,281.18813386075107,11.397537624143995,74,0.263169,18.37288475036621,dense_urban,dense_urban,0.5734189227084076
train,Athens,sample_01777,31.8765811920166,0.45622394734942184,281.18813386075107,11.397537624143995,74,0.263169,18.37288475036621,dense_urban,dense_urban,0.5734189227084076
train,Athens,sample_01778,229.10098266601562,0.45622394734942184,281.18813386075107,11.397537624143995,74,0.263169,18.37288475036621,dense_urban,dense_urban,0.5734189227084076
train,Athens,sample_01779,82.96479034423828,0.45622394734942184,281.18813386075107,11.397537624143995,74,0.263169,18.37288475036621,dense_urban,dense_urban,0.5734189227084076
train,Athens,sample_01780,310.86529541015625,0.45622394734942184,281.18813386075107,11.397537624143995,74,0.263169,18.37288475036621,dense_urban,dense_urban,0.5734189227084076
train,Athens,sample_01781,35.55194091796875,0.5885419635291391,668.7717778309756,11.209465640194221,176,0.263169,17.710065841674805,urban,urban,0.7896396216213232
train,Athens,sample_01782,98.40744018554688,0.5885419635291391,668.7717778309756,11.209465640194221,176,0.263169,17.710065841674805,urban,urban,0.7896396216213232
train,Athens,sample_01783,187.6256561279297,0.5885419635291391,668.7717778309756,11.209465640194221,176,0.263169,17.710065841674805,urban,urban,0.7896396216213232
train,Athens,sample_01784,243.501708984375,0.5885419635291391,668.7717778309756,11.209465640194221,176,0.263169,17.710065841674805,urban,urban,0.7896396216213232
train,Athens,sample_01785,26.548545837402344,0.5885419635291391,668.7717778309756,11.209465640194221,176,0.263169,17.710065841674805,urban,urban,0.7896396216213232
train,Athens,sample_01786,38.08366775512695,0.32147023395612706,433.18171973142734,7.455712919491121,114,0.263169,12.485442161560059,urban,urban,0.7169758633528653
train,Athens,sample_01787,44.33884048461914,0.32147023395612706,433.18171973142734,7.455712919491121,114,0.263169,12.485442161560059,urban,urban,0.7169758633528653
train,Athens,sample_01788,122.41023254394531,0.32147023395612706,433.18171973142734,7.455712919491121,114,0.263169,12.485442161560059,urban,urban,0.7169758633528653
train,Athens,sample_01789,53.94198989868164,0.32147023395612706,433.18171973142734,7.455712919491121,114,0.263169,12.485442161560059,urban,urban,0.7169758633528653
train,Athens,sample_01790,23.040048599243164,0.32147023395612706,433.18171973142734,7.455712919491121,114,0.263169,12.485442161560059,urban,urban,0.7169758633528653
train,Athens,sample_01791,46.08084487915039,0.3036565856920838,607.9743434827051,7.777342320889155,160,0.263169,12.098723411560059,urban,urban,0.685426540226803
train,Athens,sample_01792,58.39440155029297,0.3036565856920838,607.9743434827051,7.777342320889155,160,0.263169,12.098723411560059,urban,urban,0.685426540226803
train,Athens,sample_01793,106.23253631591797,0.3036565856920838,607.9743434827051,7.777342320889155,160,0.263169,12.098723411560059,urban,urban,0.685426540226803
train,Athens,sample_01794,87.0334701538086,0.3036565856920838,607.9743434827051,7.777342320889155,160,0.263169,12.098723411560059,urban,urban,0.685426540226803
train,Athens,sample_01795,53.41386032104492,0.3036565856920838,607.9743434827051,7.777342320889155,160,0.263169,12.098723411560059,urban,urban,0.685426540226803
train,Athens,sample_01796,447.8927001953125,0.4829938176608947,581.3754659553367,8.751185970207384,153,0.263169,13.223549842834473,urban,urban,0.7347755960540266
train,Athens,sample_01797,260.43170166015625,0.4829938176608947,581.3754659553367,8.751185970207384,153,0.263169,13.223549842834473,urban,urban,0.7347755960540266
train,Athens,sample_01798,208.42770385742188,0.4829938176608947,581.3754659553367,8.751185970207384,153,0.263169,13.223549842834473,urban,urban,0.7347755960540266
train,Athens,sample_01799,57.24616241455078,0.4829938176608947,581.3754659553367,8.751185970207384,153,0.263169,13.223549842834473,urban,urban,0.7347755960540266
train,Athens,sample_01800,23.802444458007812,0.4829938176608947,581.3754659553367,8.751185970207384,153,0.263169,13.223549842834473,urban,urban,0.7347755960540266
train,Athens,sample_01801,57.70215606689453,0.49422994349638444,201.39150127864605,15.171205127003496,53,0.263169,21.29302978515625,dense_urban,dense_urban,0.48510018370442826
train,Athens,sample_01802,33.190948486328125,0.49422994349638444,201.39150127864605,15.171205127003496,53,0.263169,21.29302978515625,dense_urban,dense_urban,0.48510018370442826
train,Athens,sample_01803,160.3571319580078,0.49422994349638444,201.39150127864605,15.171205127003496,53,0.263169,21.29302978515625,dense_urban,dense_urban,0.48510018370442826
train,Athens,sample_01804,61.749725341796875,0.49422994349638444,201.39150127864605,15.171205127003496,53,0.263169,21.29302978515625,dense_urban,dense_urban,0.48510018370442826
train,Athens,sample_01805,46.182823181152344,0.49422994349638444,201.39150127864605,15.171205127003496,53,0.263169,21.29302978515625,dense_urban,dense_urban,0.48510018370442826
train,Athens,sample_01806,115.26995849609375,0.41803555889941446,410.3826818508259,8.64058591733373,108,0.263169,12.737303733825684,urban,urban,0.6733010340298854
train,Athens,sample_01807,19.98712730407715,0.41803555889941446,410.3826818508259,8.64058591733373,108,0.263169,12.737303733825684,urban,urban,0.6733010340298854
train,Athens,sample_01808,41.6607666015625,0.41803555889941446,410.3826818508259,8.64058591733373,108,0.263169,12.737303733825684,urban,urban,0.6733010340298854
train,Athens,sample_01809,340.2773742675781,0.41803555889941446,410.3826818508259,8.64058591733373,108,0.263169,12.737303733825684,urban,urban,0.6733010340298854
train,Athens,sample_01810,81.70477294921875,0.41803555889941446,410.3826818508259,8.64058591733373,108,0.263169,12.737303733825684,urban,urban,0.6733010340298854
train,Athens,sample_01811,33.14424133300781,0.48293302022654644,824.5652033484188,9.51021461056619,217,0.263169,13.957817077636719,urban,urban,0.8273830985987743
train,Athens,sample_01812,118.32005310058594,0.48293302022654644,824.5652033484188,9.51021461056619,217,0.263169,13.957817077636719,urban,urban,0.8273830985987743
train,Athens,sample_01813,74.77266693115234,0.48293302022654644,824.5652033484188,9.51021461056619,217,0.263169,13.957817077636719,urban,urban,0.8273830985987743
train,Athens,sample_01814,254.31106567382812,0.48293302022654644,824.5652033484188,9.51021461056619,217,0.263169,13.957817077636719,urban,urban,0.8273830985987743
train,Athens,sample_01815,269.09124755859375,0.48293302022654644,824.5652033484188,9.51021461056619,217,0.263169,13.957817077636719,urban,urban,0.8273830985987743
train,Athens,sample_01816,144.13150024414062,0.40545808966861596,243.18973739308203,18.66535224147796,64,0.263169,29.105329513549805,dense_urban,dense_urban,0.30458656361319836
train,Athens,sample_01817,288.454345703125,0.40545808966861596,243.18973739308203,18.66535224147796,64,0.263169,29.105329513549805,dense_urban,dense_urban,0.30458656361319836
train,Athens,sample_01818,48.1583366394043,0.40545808966861596,243.18973739308203,18.66535224147796,64,0.263169,29.105329513549805,dense_urban,dense_urban,0.30458656361319836
train,Athens,sample_01819,62.00990676879883,0.40545808966861596,243.18973739308203,18.66535224147796,64,0.263169,29.105329513549805,dense_urban,dense_urban,0.30458656361319836
train,Athens,sample_01820,68.68921661376953,0.40545808966861596,243.18973739308203,18.66535224147796,64,0.263169,29.105329513549805,dense_urban,dense_urban,0.30458656361319836
train,Athens,sample_01821,25.59021759033203,0.4559085606587402,414.1825214975928,9.620472919167986,109,0.263169,14.20843505859375,urban,urban,0.6386572517542851
train,Athens,sample_01822,97.66081237792969,0.4559085606587402,414.1825214975928,9.620472919167986,109,0.263169,14.20843505859375,urban,urban,0.6386572517542851
train,Athens,sample_01823,276.7981262207031,0.4559085606587402,414.1825214975928,9.620472919167986,109,0.263169,14.20843505859375,urban,urban,0.6386572517542851
train,Athens,sample_01824,166.8246307373047,0.4559085606587402,414.1825214975928,9.620472919167986,109,0.263169,14.20843505859375,urban,urban,0.6386572517542851
train,Athens,sample_01825,63.574615478515625,0.4559085606587402,414.1825214975928,9.620472919167986,109,0.263169,14.20843505859375,urban,urban,0.6386572517542851
train,Athens,sample_01826,88.69660949707031,0.5433162720533193,433.18171973142734,16.325365734508484,114,0.263169,24.99121856689453,dense_urban,dense_urban,0.4278797662016686
train,Athens,sample_01827,357.64630126953125,0.5433162720533193,433.18171973142734,16.325365734508484,114,0.263169,24.99121856689453,dense_urban,dense_urban,0.4278797662016686
train,Athens,sample_01828,58.06418991088867,0.5433162720533193,433.18171973142734,16.325365734508484,114,0.263169,24.99121856689453,dense_urban,dense_urban,0.4278797662016686
train,Athens,sample_01829,73.99848175048828,0.5433162720533193,433.18171973142734,16.325365734508484,114,0.263169,24.99121856689453,dense_urban,dense_urban,0.4278797662016686
train,Athens,sample_01830,19.59700584411621,0.5433162720533193,433.18171973142734,16.325365734508484,114,0.263169,24.99121856689453,dense_urban,dense_urban,0.4278797662016686
train,Athens,sample_01831,84.03956604003906,0.6137918979819051,345.7854078557885,10.705801317344816,91,0.263169,14.048349380493164,dense_urban,dense_urban,0.6728870207336214
train,Athens,sample_01832,27.028945922851562,0.6137918979819051,345.7854078557885,10.705801317344816,91,0.263169,14.048349380493164,dense_urban,dense_urban,0.6728870207336214
train,Athens,sample_01833,101.9340591430664,0.6137918979819051,345.7854078557885,10.705801317344816,91,0.263169,14.048349380493164,dense_urban,dense_urban,0.6728870207336214
train,Athens,sample_01834,147.842041015625,0.6137918979819051,345.7854078557885,10.705801317344816,91,0.263169,14.048349380493164,dense_urban,dense_urban,0.6728870207336214
train,Athens,sample_01835,359.87530517578125,0.6137918979819051,345.7854078557885,10.705801317344816,91,0.263169,14.048349380493164,dense_urban,dense_urban,0.6728870207336214
train,Athens,sample_01836,72.82805633544922,0.12044351728357064,30.398717174135253,11.014782599282473,8,0.263169,24.023046493530273,dense_urban,dense_urban,2.761017989648813
train,Athens,sample_01837,61.01042556762695,0.12044351728357064,30.398717174135253,11.014782599282473,8,0.263169,24.023046493530273,dense_urban,dense_urban,2.761017989648813
train,Athens,sample_01838,29.341087341308594,0.12044351728357064,30.398717174135253,11.014782599282473,8,0.263169,24.023046493530273,dense_urban,dense_urban,2.761017989648813
train,Athens,sample_01839,43.50680160522461,0.12044351728357064,30.398717174135253,11.014782599282473,8,0.263169,24.023046493530273,dense_urban,dense_urban,2.761017989648813
train,Athens,sample_01840,30.96624183654785,0.12044351728357064,30.398717174135253,11.014782599282473,8,0.263169,24.023046493530273,dense_urban,dense_urban,2.761017989648813
train,Athens,sample_01841,67.03087615966797,0.019097994064650473,72.19695328857122,5.912601513742456,19,0.263169,10.150426864624023,suburban,suburban,2.882906168185682
train,Athens,sample_01842,30.994935989379883,0.019097994064650473,72.19695328857122,5.912601513742456,19,0.263169,10.150426864624023,suburban,suburban,2.882906168185682
train,Athens,sample_01843,94.5042953491211,0.019097994064650473,72.19695328857122,5.912601513742456,19,0.263169,10.150426864624023,suburban,suburban,2.882906168185682
train,Athens,sample_01844,242.12725830078125,0.019097994064650473,72.19695328857122,5.912601513742456,19,0.263169,10.150426864624023,suburban,suburban,2.882906168185682
train,Athens,sample_01845,41.87436294555664,0.019097994064650473,72.19695328857122,5.912601513742456,19,0.263169,10.150426864624023,suburban,suburban,2.882906168185682
train,Athens,sample_01846,124.28268432617188,0.46453039681725433,482.57963513939717,8.358931632248181,127,0.263169,12.653417587280273,urban,urban,0.7309838023187173
train,Athens,sample_01847,91.77182006835938,0.46453039681725433,482.57963513939717,8.358931632248181,127,0.263169,12.653417587280273,urban,urban,0.7309838023187173
train,Athens,sample_01848,69.75379180908203,0.46453039681725433,482.57963513939717,8.358931632248181,127,0.263169,12.653417587280273,urban,urban,0.7309838023187173
train,Athens,sample_01849,101.29273223876953,0.46453039681725433,482.57963513939717,8.358931632248181,127,0.263169,12.653417587280273,urban,urban,0.7309838023187173
train,Athens,sample_01850,156.7663116455078,0.46453039681725433,482.57963513939717,8.358931632248181,127,0.263169,12.653417587280273,urban,urban,0.7309838023187173
train,Athens,sample_01851,110.94303894042969,0.5815692577773218,592.7749848956374,9.797021391967784,156,0.263169,13.503978729248047,urban,urban,0.805355161985042
train,Athens,sample_01852,71.93507385253906,0.5815692577773218,592.7749848956374,9.797021391967784,156,0.263169,13.503978729248047,urban,urban,0.805355161985042
train,Athens,sample_01853,59.82146453857422,0.5815692577773218,592.7749848956374,9.797021391967784,156,0.263169,13.503978729248047,urban,urban,0.805355161985042
train,Athens,sample_01854,26.577150344848633,0.5815692577773218,592.7749848956374,9.797021391967784,156,0.263169,13.503978729248047,urban,urban,0.805355161985042
train,Athens,sample_01855,141.37875366210938,0.5815692577773218,592.7749848956374,9.797021391967784,156,0.263169,13.503978729248047,urban,urban,0.805355161985042
train,Athens,sample_01856,67.57022857666016,0.13794177885693223,379.9839646766907,5.986609963882601,100,0.263169,8.622515678405762,suburban,suburban,0.8061275387806935
train,Athens,sample_01857,332.1559143066406,0.13794177885693223,379.9839646766907,5.986609963882601,100,0.263169,8.622515678405762,suburban,suburban,0.8061275387806935
train,Athens,sample_01858,215.9853973388672,0.13794177885693223,379.9839646766907,5.986609963882601,100,0.263169,8.622515678405762,suburban,suburban,0.8061275387806935
train,Athens,sample_01859,58.97482681274414,0.13794177885693223,379.9839646766907,5.986609963882601,100,0.263169,8.622515678405762,suburban,suburban,0.8061275387806935
train,Athens,sample_01860,100.00228881835938,0.13794177885693223,379.9839646766907,5.986609963882601,100,0.263169,8.622515678405762,suburban,suburban,0.8061275387806935
train,Athens,sample_01861,59.7811393737793,0.2482663231611626,1006.9575063932302,7.654745363925522,265,0.263169,11.214086532592773,suburban,suburban,0.956885015358301
train,Athens,sample_01862,321.850341796875,0.2482663231611626,1006.9575063932302,7.654745363925522,265,0.263169,11.214086532592773,suburban,suburban,0.956885015358301
train,Athens,sample_01863,89.7784194946289,0.2482663231611626,1006.9575063932302,7.654745363925522,265,0.263169,11.214086532592773,suburban,suburban,0.956885015358301
train,Athens,sample_01864,74.14469146728516,0.2482663231611626,1006.9575063932302,7.654745363925522,265,0.263169,11.214086532592773,suburban,suburban,0.956885015358301
train,Athens,sample_01865,34.48710632324219,0.2482663231611626,1006.9575063932302,7.654745363925522,265,0.263169,11.214086532592773,suburban,suburban,0.956885015358301
train,Athens,sample_01866,61.3754768371582,0.49031230882056775,444.5812386717281,10.480146887017805,117,0.263169,15.506908416748047,urban,urban,0.6194413340935181
train,Athens,sample_01867,137.38890075683594,0.49031230882056775,444.5812386717281,10.480146887017805,117,0.263169,15.506908416748047,urban,urban,0.6194413340935181
train,Athens,sample_01868,292.0338134765625,0.49031230882056775,444.5812386717281,10.480146887017805,117,0.263169,15.506908416748047,urban,urban,0.6194413340935181
train,Athens,sample_01869,38.514556884765625,0.49031230882056775,444.5812386717281,10.480146887017805,117,0.263169,15.506908416748047,urban,urban,0.6194413340935181
train,Athens,sample_01870,78.02019500732422,0.49031230882056775,444.5812386717281,10.480146887017805,117,0.263169,15.506908416748047,urban,urban,0.6194413340935181
train,Athens,sample_01871,228.5613250732422,0.23754697551763315,262.18893562691653,7.622581880442371,69,0.263169,12.50555419921875,urban,urban,0.964079881920659
train,Athens,sample_01872,60.28524398803711,0.23754697551763315,262.18893562691653,7.622581880442371,69,0.263169,12.50555419921875,urban,urban,0.964079881920659
train,Athens,sample_01873,30.916349411010742,0.23754697551763315,262.18893562691653,7.622581880442371,69,0.263169,12.50555419921875,urban,urban,0.964079881920659
train,Athens,sample_01874,114.29592895507812,0.23754697551763315,262.18893562691653,7.622581880442371,69,0.263169,12.50555419921875,urban,urban,0.964079881920659
train,Athens,sample_01875,368.50848388671875,0.23754697551763315,262.18893562691653,7.622581880442371,69,0.263169,12.50555419921875,urban,urban,0.964079881920659
train,Athens,sample_01876,121.15074157714844,0.1910483377601465,953.7597513384935,7.7163058512344795,251,0.263169,10.891611099243164,suburban,suburban,0.6914741028560822
train,Athens,sample_01877,45.730003356933594,0.1910483377601465,953.7597513384935,7.7163058512344795,251,0.263169,10.891611099243164,suburban,suburban,0.6914741028560822
train,Athens,sample_01878,271.8229675292969,0.1910483377601465,953.7597513384935,7.7163058512344795,251,0.263169,10.891611099243164,suburban,suburban,0.6914741028560822
train,Athens,sample_01879,38.915382385253906,0.1910483377601465,953.7597513384935,7.7163058512344795,251,0.263169,10.891611099243164,suburban,suburban,0.6914741028560822
train,Athens,sample_01880,310.065673828125,0.1910483377601465,953.7597513384935,7.7163058512344795,251,0.263169,10.891611099243164,suburban,suburban,0.6914741028560822
train,Athens,sample_01881,42.278114318847656,0.3711607370168979,805.5660051145842,8.290521008017494,212,0.263169,12.403709411621094,urban,urban,0.79015819926026
train,Athens,sample_01882,110.77884674072266,0.3711607370168979,805.5660051145842,8.290521008017494,212,0.263169,12.403709411621094,urban,urban,0.79015819926026
train,Athens,sample_01883,19.909374237060547,0.3711607370168979,805.5660051145842,8.290521008017494,212,0.263169,12.403709411621094,urban,urban,0.79015819926026
train,Athens,sample_01884,332.805908203125,0.3711607370168979,805.5660051145842,8.290521008017494,212,0.263169,12.403709411621094,urban,urban,0.79015819926026
train,Athens,sample_01885,71.3771743774414,0.3711607370168979,805.5660051145842,8.290521008017494,212,0.263169,12.403709411621094,urban,urban,0.79015819926026
train,Athens,sample_01886,62.54334259033203,0.6011802301942858,573.775786661803,13.24830559584381,151,0.263169,20.067014694213867,urban,urban,0.7194053775449427
